PC1,PC2,cluster_kproto,cluster_kmeans
1.7211552218631014,0.43867028768642374,0,0
-1.3082763964121193,-1.0335973113381403,1,1
-1.5136442447171727,-0.4731877402913149,1,1
1.2373762312238465,-1.1812563732371135,0,0
0.7970177449317718,-0.5565904475628762,0,0
1.4422965305256414,0.6396664534207814,0,0
-0.2893108233560449,-0.9128634882830384,1,1
1.9028052835861249,0.13521869698246003,0,0
0.41945666960333133,-0.7215381085586982,0,0
1.5531221480606765,-0.2238207891590205,0,0
2.0802395792970287,0.2709561812692836,0,0
-0.45480168002024657,-1.802100041942224,1,1
1.8605477584555818,0.6078824845246665,0,0
1.5489619948397142,-0.28668694435622355,0,0
0.11203105920842586,-1.5532413822423852,1,1
1.753882294141509,1.5342358823016715,0,0
2.1932659358244035,0.8603832757909057,0,0
0.773299958349742,-0.29963246722001474,0,0
-1.5392559610477947,2.4230573074354855,1,1
1.0409546479611707,1.2800443473801282,0,0
1.4028670878880483,-0.29201981957792805,0,0
1.89412139970686,0.6343585558215771,0,0
0.8360343486593756,-0.5408784792777669,0,0
-0.1787710711757366,-0.5987461471356657,1,1
1.2219787510837412,-0.7985660824998461,0,0
-0.5051283563312566,0.6645335538967224,1,1
-0.5406835111026141,0.9733180198223907,1,1
0.5807873730465708,0.10483228990328444,0,0
1.562978002729925,0.059613262480751425,0,0
2.0782580657769496,0.6062167184918624,0,0
2.1493683753196646,-0.011352213359474214,0,0
2.0802395792970287,0.2709561812692836,0,0
1.5489619948397142,-0.28668694435622355,0,0
0.8401945018803378,-0.4780123240805639,0,0
0.09309938444781123,0.5417415924736898,0,0
-0.09201212623145849,0.520696748966876,0,1
1.804208970452519,-0.9323977135372749,0,0
2.299931400138476,-0.06597012198609933,0,0
1.7846513370914516,-0.6125735779972102,0,0
-0.7181178068135183,0.837580535535567,1,1
-0.40987957718956075,1.4083528813811785,1,1
1.7183271393701516,1.8430203482273397,0,0
2.1157947340683863,-0.037828284656384645,0,0
-0.3866255238278562,-0.31364632946308946,1,1
-1.0935209190723008,1.918009324144018,1,1
1.523262694737605,0.30553157320921664,0,0
0.879623944517931,0.45367394891814555,0,0
1.8778058843423007,-1.2746568920143624,0,0
0.7217472821680946,-0.0018876709087426273,0,0
2.0920769474863565,0.2191296956864769,0,0
-0.14321591640437903,-0.907530613061334,1,1
0.9821292556110416,-0.5355456040560623,0,0
0.3204053996036238,0.6384902230506042,0,0
1.8723851266449096,0.5560559989418598,0,0
0.584947526267533,0.16769844510048748,0,0
-0.8916987173560751,-0.852937682057209,1,1
1.5489619948397142,-0.28668694435622355,0,0
1.7843024510827248,1.1133985803422717,0,0
-0.6940511342227618,-1.1453496031467765,1,1
0.9801477420909622,-0.20028506683348365,0,0
1.926523070168155,-0.12173928336040149,0,0
-1.516130849064239,-0.7484974936655641,1,1
-0.8401460411744277,-1.150682478368481,1,1
1.8160463386418468,-0.9842241991200816,0,0
1.414704456077376,-0.34384630516073483,0,0
1.5134068400683567,0.022097521569444768,0,0
2.626288685293996,-1.3292498230184875,0,0
0.37495524978959643,-2.313644792203447,1,1
-0.13137854821505132,-0.9593570986441408,1,1
0.256452417286196,-1.3354649088436348,1,1
0.32756272682891113,-1.9530338406949714,1,1
1.3465282998849857,-1.8323000176398696,0,0
-1.2964390282227916,-1.085423796920947,1,1
-0.7379896160900439,-0.4139298730032071,1,1
0.9270164674786162,0.0930629974096705,0,0
1.5489619948397142,-0.28668694435622355,0,0
0.21286282142764051,-2.3300173370395476,1,1
0.20340555048388614,-2.0498927936823073,1,1
-2.814290596726684,1.7348480516425988,1,1
1.3042360646611735,1.9376704723206577,0,0
0.18020721540081636,-0.06478766976325054,0,0
0.5090511049034026,-1.0527576174213893,0,0
0.34834636006061614,-0.10396917670736155,0,0
-0.2912923368761242,-0.5776029510604598,1,1
-1.3082763964121193,-1.0335973113381403,1,1
1.8985895175740055,0.5744077719732475,0,0
-0.43915304461868365,-0.06508821398834591,1,1
1.1662659216811313,-0.563687441385777,0,0
-0.3959762876701176,0.013489909493966546,1,1
1.8198576058540823,0.8046141144166035,0,0
1.2059812296734513,-0.8096057521142423,0,0
1.0409546479611707,1.2800443473801282,0,0
-0.32481036533624535,-1.1061342525453606,1,1
0.9465741008396839,-0.22676113813039403,0,0
0.33172288004987327,-1.8901676854977685,1,1
-0.787926590517261,-2.041584798060471,1,1
1.2324605643534425,1.2600268083159363,0,0
-0.8993203195332835,-1.2403002714651896,1,1
1.6433425419612009,1.220118541154299,0,0
1.7804911838704893,-0.6754397331944133,0,0
1.6590541980167641,2.40876279449587,0,0
2.371041709681191,-0.683539053837436,0,0
1.8585662449355027,0.9431430217472454,0,0
0.1646303770074773,1.5425189003010076,0,0
1.5531221480606765,-0.2238207891590205,0,0
0.9954783835382556,-0.36124901710114865,0,0
0.30800509346784344,-1.6332097051549068,1,1
1.1704260749020936,-0.500821286188574,0,0
2.484068066208566,-0.09411195931581423,0,0
2.3354865549098336,-0.3747545879117677,0,0
1.6433425419612009,1.220118541154299,0,0
1.1822634430914212,-0.5526477717713808,0,0
-1.0579657643009432,1.6092248582183495,1,1
0.40301159918978297,1.648754619531626,0,0
-0.9272538721274326,-0.5441532161315407,1,1
2.0091292697543137,0.8885251131206204,0,0
1.8554127606254398,0.4958296484909351,0,0
0.4782820619534603,1.0940518428774926,0,0
-0.9551032270890005,2.0380348401457318,1,1
1.1162251107248482,0.7253415707259947,0,0
-0.8519834093637554,-1.0988559927856743,1,1
0.26061257050715814,-1.2725987536464318,1,1
0.9548944072816085,-0.10102882773598792,0,0
1.7894374489128666,1.2254514163760033,0,0
-0.2893108233560449,-0.9128634882830384,1,1
1.128062478914176,0.6735150851431879,0,0
1.4188646092983384,-0.28098014996353177,0,0
-3.318336444712779,-0.03614027619511866,1,1
1.5722322324184859,1.8376874730056354,0,0
0.6077534888943833,-0.6868137906912097,0,0
1.8083691236734813,-0.8695315583400718,0,0
-2.7486567631599947,2.684886097672696,1,1
-1.1075162503312865,0.7244593601225517,1,1
-1.6346336815676394,0.2296823896942477,1,1
-0.43401804678854145,0.04696462204538569,1,1
0.9384493368680601,2.2692639003543364,0,0
-1.3717725116404693,0.017646554345493743,1,1
-1.5143217720033075,2.2228511142781904,1,1
1.3282953293890871,0.0010526780626309191,0,0
2.299931400138476,-0.06597012198609933,0,0
1.1822004224374212,-0.004280197159073584,0,0
-1.4619929055409937,-1.4262927759678254,1,1
-0.5842731069611696,-0.021234408373521863,1,1
0.4969278713593483,0.17667345188859224,0,0
-1.8594605002392288,0.454555856915899,1,1
0.6599321236764838,0.7906002521735286,0,0
-2.7424105735048214,0.010790421870839402,1,1
1.6077873871898434,1.5289030070799672,0,0
-2.276779659482671,0.3279886191513911,1,1
1.9646278499405792,-0.7035815705241282,0,0
0.3842591771949242,1.7539601716579318,0,0
2.371041709681191,-0.683539053837436,0,0
-0.469573201559899,0.355749087971054,1,1
2.3354865549098336,-0.3747545879117677,0,0
-1.7451734337479479,-0.0844349514531251,1,1
-1.231959292031038,1.805204990862391,1,1
-1.2727212416407618,-1.3423817772638085,1,1
-1.1246438233977696,-0.37694957236514814,1,1
-0.1832598656741069,0.3084543938971546,1,1
-0.8125539667261622,-0.16716971978696482,1,1
-1.14792053757806,-0.2564135937126861,1,1
1.434535905518487,3.0574949101821525,0,0
-1.1113905381975222,-0.516011378801826,1,1
-2.9677340773693075,0.8741411209708807,1,1
-1.9744890469179075,1.0476390568013467,1,1
1.2395548709247295,-0.7831296808173319,0,0
-0.10180396247545966,0.9842549896143316,0,1
1.6831134627446778,0.47214500023784295,0,0
0.13366126141300166,-0.7732662415731129,0,1
-3.246872273794537,3.788059148761592,1,1
-3.5253894869861133,2.3093955005807842,1,1
-0.8049397724117968,0.2665052140453326,1,1
0.41912802832592316,0.2485285876713252,0,0
-2.2415531459887217,0.9892708494557462,1,1
-1.946547088689668,1.6005395239429159,1,1
-0.7741390327622175,1.2866204107702008,1,1
-1.3320572036481495,-0.2282717563829715,1,1
-1.3024623731772391,0.9594348697660421,1,1
-1.767436004644573,-1.2978967199745566,1,1
-2.0636700774366488,3.681537032352205,1,1
-0.4486590155079583,-0.7791345570680651,1,1
0.8360343486593756,-0.5408784792777669,0,0
-0.14321591640437903,-0.907530613061334,1,1
2.1157947340683863,-0.037828284656384645,0,0
0.6596034823990756,1.7606669484035522,0,0
-1.8395539808694343,-1.5912404369636473,1,1
2.1157947340683863,-0.037828284656384645,0,0
-0.2851506701350828,-0.8499973330858355,1,1
